gene,condition_raw,donor_corr_all_mean,donor_corr_all_min,donor_corr_hits_mean,guide_corr_all,guide_corr_signif,ontarget_effect_size,ontarget_significant,n_cells_target
PCNT,Stim8hr,,,,0.0970578025055083,0.1104352794311879,-2.7062310272003964,False,347.0
PCNX1,Rest,,,,-0.0016367121075064,0.2393824274185224,-13.810306591250752,True,431.0
PCNX1,Stim48hr,,,,-0.0050126288934081,0.7534005000846098,-14.276904347352389,True,457.0
PCNX1,Stim8hr,,,,-0.0061474164509416,0.5733456115026729,-14.23788861949643,True,426.0
PCNX2,Rest,,,,0.0254028097747876,0.9957442629213376,-11.102477783534882,True,696.0
PCNX2,Stim48hr,,,,0.0097748305854713,,-7.726814426095515,True,530.0
PCNX2,Stim8hr,,,,-0.0546320067156054,-0.3112457256313661,-9.93055507496542,True,578.0
PCNX3,Rest,0.2117734748015056,0.1833552652517901,0.8916066785881883,0.1298952499175792,-0.041557954613009,-6.80933756626316,True,462.0
PCNX3,Stim48hr,0.1695471678312069,0.1445943025544351,0.8871163061664978,0.1109061997415405,0.6904986771473142,-5.992094749576544,True,461.0
PCNX3,Stim8hr,0.1924784819050432,0.1746530556210123,0.7631949048899096,0.0917394798510909,0.4028390302604794,-8.539538297812266,True,480.0
PCNX4,Rest,0.1603585923460944,0.1079968201986435,0.7946046862250119,0.2038671870016329,0.4422431808111943,-7.22489227448869,True,664.0
PCNX4,Stim48hr,,,,0.1204089785381436,0.90563806125564,-7.952762933240294,True,568.0
PCNX4,Stim8hr,,,,0.1346928331745273,0.2519082306746478,-9.344094943938638,True,590.0
PCOLCE,Rest,,,,0.068326902139643,0.4909211344659007,-6.740065478199735,True,1193.0
PCOLCE,Stim48hr,,,,0.0425588533878041,0.6414584987676168,-5.958851485327564,True,1172.0
PCOLCE,Stim8hr,,,,0.0207113797371785,1.0,-2.612225583037461,False,1040.0
PCP2,Rest,,,,0.0938180537484603,1.0,-0.2621245783671811,False,438.0
PCP2,Stim48hr,,,,0.0772642908985549,1.0,-0.1047910733665713,False,570.0
PCP2,Stim8hr,,,,0.0406536996315251,-0.9998922165595366,-0.1955820406856172,False,423.0
PCP4L1,Rest,,,,0.0396093969020302,,0.0,False,1083.0
PCP4L1,Stim48hr,,,,0.0774342940517459,,0.0,False,1010.0
PCP4L1,Stim8hr,,,,0.0393661210264635,,0.0,False,967.0
PCSK1N,Rest,,,,,,-0.6915573330177244,False,219.0
PCSK1N,Stim48hr,,,,,,-0.6452102315054725,False,144.0
PCSK1N,Stim8hr,,,,,,-0.5237252388389533,False,161.0
PCSK5,Rest,,,,,,-3.519108093256768,False,543.0
PCSK5,Stim48hr,,,,,,-2.7483801284885048,False,660.0
PCSK5,Stim8hr,0.0383132881507719,0.0254087385244474,0.2027321604149293,-0.0073326017416996,-0.3173522959141017,-3.0813235556409144,False,609.0
PCSK6,Rest,,,,0.1754447737861881,,-2.522565956690243,False,650.0
PCSK6,Stim48hr,,,,0.0696747200740014,-1.0,-3.968812417118681,False,518.0
PCSK6,Stim8hr,,,,0.0894756374183439,,-3.1388190147493504,False,491.0
PCSK7,Rest,,,,,,-21.5917992514708,True,614.0
PCSK7,Stim48hr,,,,,,-17.036396355099704,True,658.0
PCSK7,Stim8hr,,,,,,-18.00966003541186,True,569.0
PCTP,Rest,,,,,,-3.6401126571574696,False,404.0
PCTP,Stim48hr,,,,,,-6.271519711563907,True,437.0
PCTP,Stim8hr,,,,,,-4.570502538974785,True,400.0
PCYOX1,Rest,,,,-0.0197913134957301,1.0,-10.058323417005017,True,1062.0
PCYOX1,Stim48hr,,,,0.0587624327404421,,-11.425029613188624,True,1051.0
PCYOX1,Stim8hr,,,,0.0844466231569937,,-10.398849873800753,True,978.0
PCYOX1L,Rest,,,,0.0275735944980535,0.3480431601408008,-11.272120989804671,True,761.0
PCYOX1L,Stim48hr,,,,0.0996739164793796,1.0,-9.212990665870048,True,660.0
PCYOX1L,Stim8hr,,,,0.0376569918455179,0.9785201574862604,-10.025942587603328,True,615.0
PCYT1A,Rest,,,,0.055343381088721,,-5.955558266558614,True,188.0
PCYT1A,Stim48hr,,,,-0.0073055363641206,1.0,-6.093269356298645,True,205.0
PCYT1A,Stim8hr,,,,0.0937730424631379,0.5528364070507026,-6.517523964627053,True,211.0
PCYT2,Rest,0.310052410124761,0.28088464655967,0.7928511047287096,0.3579861009989844,0.7827819046361262,-8.957602736641308,True,422.0
PCYT2,Stim48hr,0.2186687445484954,0.1832382179642734,0.7434071090883879,0.2259910871916303,0.4562063504179545,-7.0673837236902735,True,303.0
PCYT2,Stim8hr,0.2379556376165698,0.2122808938128574,0.7594088646250982,0.1938439353178331,0.5334169355690859,-8.504652874076832,True,410.0
PDAP1,Rest,0.1961357240901003,0.088426513306142,0.8247802334137327,0.1196690999430549,0.4255057871851594,0.0,False,358.0
PDAP1,Stim48hr,,,,,,0.0,False,391.0
PDAP1,Stim8hr,0.1107113373381831,0.1042795475914631,0.6119459276058442,,,0.0,False,337.0
PDCD1,Rest,,,,,,-1.6801702549371549,False,270.0
PDCD1,Stim48hr,,,,,,-4.752418844657596,True,267.0
PDCD1,Stim8hr,,,,,,-6.690829633788327,True,247.0
PDCD10,Rest,,,,0.1645082875267716,0.9901290467734888,-18.40596459399537,True,319.0
PDCD10,Stim48hr,0.1939157489244875,0.1616411333897744,0.795348425422524,0.2112558067155264,0.3835529633493141,-21.44290911264466,True,291.0
PDCD10,Stim8hr,-0.0924545116956046,-0.0997300349553402,0.8145742490677744,0.2165950447577196,0.9608492201371002,-17.827516184767312,True,287.0
PDCD1LG2,Rest,,,,0.0604902252340139,,-4.397098543324365,False,673.0
PDCD1LG2,Stim48hr,,,,0.0192234259561453,1.0,-3.731523161480324,False,705.0
PDCD1LG2,Stim8hr,,,,0.034599594872386,-0.2349998670560634,-1.692964420228031,False,582.0
PDCD2,Stim8hr,0.2939959489239765,0.1663002486953571,0.4861128609241949,,,-1.3464847796467143,True,58.0
PDCD2L,Rest,0.0100934807371132,-0.0153093593956697,0.1875544160607578,0.037688617170499,-0.2497389611069963,-7.9704341165895745,True,740.0
PDCD2L,Stim48hr,0.1254160586177984,0.1168303674571118,0.9059039537918392,0.1557258068501761,0.947832965533402,-9.9270620520012,True,542.0
PDCD2L,Stim8hr,0.0562656171689521,0.0402665402090579,0.4839082937655505,0.0664585840008254,0.3479051522023192,-18.90236697057731,True,731.0
PDCD4,Rest,,,,-0.0155033419011837,0.5492627555066366,-14.141178271444554,True,384.0
PDCD4,Stim48hr,,,,0.0365389625198405,0.3736263408174904,-19.41970054022888,True,520.0
PDCD4,Stim8hr,,,,0.0641429305346389,0.4506602917707152,-12.431976052413642,True,479.0
PDCD5,Rest,,,,,,-9.911783743874942,True,483.0
PDCD5,Stim48hr,0.3727689156829989,0.2874949859582617,0.7757032577064343,,,-10.610432563724176,True,385.0
PDCD5,Stim8hr,0.2348115305774888,0.0804912424359885,0.9365778803395256,,,-15.636083544621624,True,464.0
PDCD6,Rest,,,,0.0921451816012635,,-19.27989936178518,True,587.0
PDCD6,Stim48hr,,,,0.0315504309184232,,-19.86811010653572,True,631.0
PDCD6,Stim8hr,,,,0.1004927604559707,,-22.09886445840086,True,705.0
PDCD6IP,Rest,,,,0.0731664186674289,,-13.613646114292726,True,351.0
PDCD6IP,Stim48hr,,,,0.1413479737917721,,-15.38909592032146,True,443.0
PDCD6IP,Stim8hr,,,,0.0360650233165617,,-14.004869216858737,True,392.0
PDCL,Rest,0.2355857014424623,0.2211444317112744,0.8310912410013765,0.1633114034155185,0.5708952096906762,-14.121778355292488,True,576.0
PDCL,Stim48hr,0.2450023879360583,0.2419729480208002,0.7294792157681904,0.2464732168351616,0.8275696905934676,-16.105072736185118,True,440.0
PDCL,Stim8hr,0.3103131741519288,0.3016524839028732,0.792876093863967,0.342832008093381,0.8479136027051191,-14.145823660862174,True,470.0
PDCL3,Rest,,,,,,-7.810971372579837,True,144.0
PDCL3,Stim48hr,,,,,,-6.4807694184304685,True,99.0
PDCL3,Stim8hr,,,,,,-9.002991567714288,True,150.0
PDE12,Rest,,,,0.1474826711360842,0.9001133447657459,-14.892881132943192,True,948.0
PDE12,Stim48hr,,,,0.1223508932442134,1.0,-18.43835259534898,True,1421.0
PDE12,Stim8hr,,,,0.1094156625397529,1.0,-20.53743238421664,True,1065.0
PDE1B,Rest,,,,0.0171910582212441,,-5.084566183888341,True,1576.0
PDE1B,Stim48hr,,,,-0.0038701296871425,-1.0,-6.14659154178243,True,1882.0
PDE1B,Stim8hr,,,,0.0585721952629478,1.0,-8.593459960320004,True,1601.0
PDE3B,Rest,,,,-0.0100508523344871,0.4046618951522889,-8.318291413661687,True,413.0
PDE3B,Stim48hr,,,,0.0062845896123365,0.3181001911300788,-6.492667814734365,True,430.0
PDE3B,Stim8hr,,,,-0.0366155284172296,-0.0930527075375155,-9.758063309401232,True,470.0
PDE4A,Stim48hr,,,,-0.0426792548817717,,-0.4684640974421055,False,1319.0
PDE4A,Stim8hr,,,,0.0523869746960426,-1.0,-0.4920970835416341,False,1102.0
PDE4B,Rest,,,,0.0047072794081457,,-8.836232724613398,True,895.0
PDE4B,Stim48hr,,,,-2.203225672722624e-05,,-7.203296173230821,True,798.0
PDE4B,Stim8hr,,,,0.0516562645489222,1.0,-6.562275820782969,True,790.0
PDE4D,Rest,,,,-0.0370976375399661,,-1.0518346328765678,False,1787.0
PDE4D,Stim48hr,,,,0.1109169033190541,,0.3176480378462272,False,2018.0
PDE4D,Stim8hr,,,,0.052433673787706,,-0.9958756664930332,False,1665.0
PDE4DIP,Rest,,,,0.0768841817684365,,0.0,False,509.0
PDE4DIP,Stim48hr,,,,0.0565302568149813,,0.0,False,520.0
PDE4DIP,Stim8hr,,,,0.0903139245034154,,0.0,False,504.0
PDE5A,Rest,,,,0.0943987349137061,,0.0,False,288.0
PDE5A,Stim48hr,,,,0.0561509001317453,-0.1515663971613294,0.0,False,278.0
PDE5A,Stim8hr,,,,0.1024061635674917,-0.8520589112101535,0.0,False,233.0
PDE6B,Rest,,,,0.0393820581975426,,-2.1574677631968413,False,1082.0
PDE6B,Stim48hr,,,,0.028047807682583,,-2.917176415887897,False,965.0
PDE6B,Stim8hr,,,,0.0834955647421227,,-3.0064067273373625,False,1092.0
PDE6C,Rest,,,,0.062293173627728,,0.0,False,845.0
PDE6C,Stim48hr,,,,-0.0475509481378903,,0.0,False,677.0
PDE6C,Stim8hr,,,,-6.907474720239254e-06,1.0,0.0,False,688.0
PDE6D,Rest,,,,,,0.4257909848097893,False,198.0
PDE6D,Stim48hr,0.1007155304521842,0.0664736471226031,0.6331355434481677,0.0257588023654333,-0.4763965482355244,-1.5752118998145388,True,219.0
PDE6D,Stim8hr,,,,,,0.0830225276678381,False,194.0
PDE6G,Rest,,,,,,-4.4893368149410575,True,697.0
PDE6G,Stim48hr,,,,,,-3.2306974037984832,False,734.0
PDE6G,Stim8hr,,,,0.0922879649228548,,-2.0432961363629683,False,695.0
PDE7A,Rest,,,,0.1287247688033922,,-10.233215680063951,True,778.0
PDE7A,Stim48hr,,,,0.0343693850805259,,-9.64560783329689,True,838.0
PDE7A,Stim8hr,,,,0.1813278858034911,,-11.271492676291974,True,796.0
PDE7B,Rest,,,,0.0198632169771029,,-4.127002373776029,False,935.0
PDE7B,Stim48hr,,,,0.0468293227388765,0.805454713431037,-5.797306882751671,True,909.0
PDE7B,Stim8hr,,,,0.0588190240850286,,-4.626796418722622,True,864.0
PDE8A,Rest,,,,0.1056883761215152,-1.0,-3.980724025673022,False,507.0
PDE8A,Stim48hr,,,,0.0585143606901435,0.8266092376244679,-6.680842040872513,True,516.0
PDE8A,Stim8hr,,,,0.0336330403524376,1.0,-5.890489161006328,True,426.0
PDE9A,Rest,,,,0.075013892850605,-0.9551509371038196,-2.114894688016126,False,1125.0
PDE9A,Stim48hr,,,,0.0587913551905896,-0.1731510098603361,-2.592946810140207,False,918.0
PDE9A,Stim8hr,,,,0.0941750468433716,-1.0,-0.6871820339932836,False,828.0
PDF,Rest,,,,0.0204496361930102,,0.0,False,895.0
PDF,Stim48hr,,,,0.0428705579939014,,0.0,False,924.0
PDF,Stim8hr,,,,0.0487690690520476,,0.0,False,894.0
PDGFA,Rest,,,,0.0474231493032033,,-0.7658378617992306,False,770.0
PDGFA,Stim48hr,,,,0.1512142088503656,,-3.457945047688611,False,811.0
PDGFA,Stim8hr,,,,0.1311497722411675,,-2.510208418274221,False,755.0
PDGFB,Rest,,,,0.0570088666140427,-0.1216885581134937,-0.1623438833245755,False,323.0
PDGFB,Stim48hr,,,,0.0274054127964371,0.7097185077841038,-1.620920907084966,False,422.0
PDGFB,Stim8hr,,,,0.0425351790047384,0.7001090608343516,-0.2036345086819277,False,391.0
PDGFD,Rest,,,,-0.0080775199972021,1.0,0.0,False,933.0
PDGFD,Stim48hr,,,,0.0317196556287699,,0.0,False,1372.0
PDGFD,Stim8hr,,,,-0.0150093435068564,,0.0,False,1053.0
PDGFRB,Rest,,,,0.0704220993045995,,0.0,False,967.0
PDGFRB,Stim48hr,,,,0.0599162947108285,,0.0,False,1116.0
PDGFRB,Stim8hr,,,,0.0553984909288653,,0.0,False,959.0
PDHA1,Rest,,,,,,-8.703206056854444,True,124.0
PDHA1,Stim48hr,0.1640074626621726,0.158165953095704,0.6934856363827427,0.0952946282835966,0.272023912894718,-14.812702594014262,True,192.0
PDHA1,Stim8hr,,,,0.0441756153240154,0.678892038959679,-13.63334151477894,True,149.0
PDHB,Rest,,,,,,-14.779343486442524,True,317.0
PDHB,Stim48hr,0.0603248774853719,0.047136154133821,0.7753453583357875,,,-14.63264200013854,True,303.0
PDHB,Stim8hr,,,,,,-17.24206467128822,True,354.0
PDHX,Rest,,,,0.0183151353263778,0.9991257751422448,-7.393069885010998,True,273.0
PDHX,Stim48hr,,,,0.125132210519288,0.9654747751056008,-9.652873184681678,True,280.0
PDHX,Stim8hr,,,,0.1967732490431816,0.9963638664010954,-10.43433706800036,True,323.0
PDIA3,Rest,0.0096955962039742,-0.0090640311336788,-0.0932264968750734,,,-23.2447783276634,True,488.0
PDIA3,Stim48hr,,,,,,-22.29434723389253,True,380.0
PDIA3,Stim8hr,-0.0145964580593882,-0.0253411457764097,-0.1146310095574233,,,-27.41759866849544,True,498.0
PDIA4,Rest,,,,-0.075912816760126,,-8.134775204525397,True,580.0
PDIA4,Stim48hr,,,,0.0758435389502307,,-10.236099558112652,True,549.0
PDIA4,Stim8hr,,,,0.0098997284367056,1.0,-10.636105835025004,True,553.0
PDIA5,Rest,,,,,,-7.448345303008639,True,535.0
PDIA5,Stim48hr,,,,,,-9.585960195057222,True,312.0
PDIA5,Stim8hr,,,,,,-14.633216896506994,True,430.0
PDIA6,Rest,0.0876617739414939,0.0710137294539772,0.7159912521050202,0.1078693566357019,0.6228472831346972,-15.69672960725176,True,842.0
PDIA6,Stim48hr,0.0650823121179264,0.060255891549853,0.8735559416604216,0.0198135609966751,-0.202124468400474,-22.41731769685163,True,776.0
PDIA6,Stim8hr,0.0862352447712882,0.0736305075657931,0.8156672213311507,0.0647618210455074,0.8825775710831091,-22.544628272646705,True,768.0
PDIK1L,Rest,,,,,,-11.899389003543144,True,569.0
PDIK1L,Stim48hr,,,,-0.015814968401459,0.5532900032997682,-12.777177452505756,True,600.0
PDIK1L,Stim8hr,,,,-0.0678663764613403,0.4185239872923837,-12.121938462735306,True,563.0
PDK1,Rest,0.100390369180557,0.0520399096732051,0.7410167189186035,,,-7.417270080165856,True,196.0
PDK1,Stim8hr,,,,,,-8.264401803908438,True,281.0
PDK2,Rest,,,,0.0309745011951746,0.8468157921003269,-6.51824340094451,True,366.0
PDK2,Stim48hr,,,,0.0612019715193685,,-6.723408958541489,True,530.0
PDK2,Stim8hr,,,,0.0535142529823036,1.0,-6.410683206112398,True,459.0
PDK3,Rest,,,,0.123287125177896,0.8461511873743457,-11.287539609538417,True,899.0
PDK3,Stim48hr,,,,0.0764296954083293,0.5144528040331923,-18.79087627376058,True,908.0
PDK3,Stim8hr,,,,-0.0088011292682433,0.9033123257783192,-10.03156859730859,True,914.0
PDK4,Rest,,,,0.0501960695539567,,0.0,False,327.0
PDK4,Stim48hr,,,,-0.010093091471712,1.0,0.0,False,398.0
PDK4,Stim8hr,,,,0.1041385944113222,-0.3194770329297555,0.0,False,374.0
PDLIM1,Rest,,,,0.0002301114749657,0.8166439479435992,-9.128380734980167,True,2218.0
PDLIM1,Stim48hr,,,,-0.0352863641655787,1.0,-5.788685525768353,True,3068.0
PDLIM1,Stim8hr,,,,-0.0109238224029338,1.0,-2.5826033105368014,False,1884.0
PDLIM2,Rest,0.0775298925494952,0.0612971899084759,0.1069574099804579,-0.0253436910905612,0.0334926024848188,-7.593491383652684,True,258.0
PDLIM2,Stim48hr,0.041490329235046,0.0209866357496317,0.3246417131588561,-0.106723619334114,-0.0431695333821664,-5.545469830022436,True,258.0
PDLIM2,Stim8hr,0.0675559296127018,0.059298800966327,0.0608366198353591,-0.0379920963095615,-0.0159056110000321,-5.468484950481554,True,352.0
PDLIM5,Rest,,,,,,-3.031646373191212,False,458.0
PDLIM5,Stim48hr,,,,,,-2.211305880269255,False,349.0
PDLIM5,Stim8hr,,,,,,-3.196432562313301,False,434.0
PDLIM7,Rest,,,,,,-3.39274172395073,False,499.0
PDLIM7,Stim48hr,,,,,,-1.8034934518632515,False,428.0
PDLIM7,Stim8hr,,,,,,-3.0788600574768634,False,443.0
PDP1,Rest,,,,0.0331678188308309,0.7936966330563637,-9.056009987388425,True,647.0
PDP1,Stim48hr,,,,-0.006526834757417,1.0,-6.213565744401846,True,633.0
PDP1,Stim8hr,,,,0.0435030068699084,-1.0,-4.573103508273043,True,596.0
PDP2,Rest,,,,-0.0072144034546963,0.9365705241323906,-10.951054505515476,True,673.0
PDP2,Stim48hr,,,,0.0745691872700016,-0.3382659332657651,-14.83195256219869,True,779.0
PDP2,Stim8hr,,,,0.0461676344137786,-0.4400821560876917,-18.754403393362303,True,734.0
PDPK1,Rest,0.0640869257733504,-0.0478434455015035,0.8376945647204784,,,-5.480234067639612,True,158.0
PDPK1,Stim48hr,0.302098233569697,0.2561487916631609,0.8229150551055607,,,-3.940181528107132,True,111.0
PDPK1,Stim8hr,0.3254444217282192,0.3159407885914131,0.7649586271745217,,,-5.5298262377725,True,130.0
PDPR,Rest,,,,0.0388686380755679,-0.5056122147570784,-7.468321911847353,True,348.0
PDPR,Stim48hr,,,,-0.0136572899973319,0.9995803945969436,-8.450819075681373,True,394.0
PDPR,Stim8hr,,,,0.0910844262802862,,-7.983831119362396,True,448.0
PDS5A,Rest,,,,,,-2.586303024641102,False,500.0
PDS5A,Stim48hr,,,,0.0638110784977886,,-3.790781458280615,False,563.0
PDS5A,Stim8hr,,,,,,-2.1157012991848805,False,449.0
PDS5B,Rest,,,,0.0413266539399435,0.3738797099368434,-14.31183100559904,True,477.0
PDS5B,Stim48hr,0.1725587921592716,0.1528339532467635,0.8278929175346951,0.1040875750973975,0.2721122915054125,-14.063947528941114,True,347.0
PDS5B,Stim8hr,0.1476081037997327,0.1317068559850265,0.8358047621638381,0.0951250251825014,0.956603129594988,-13.73659956028276,True,366.0
PDSS1,Rest,0.0872629530486976,0.0508203335099467,0.6318230936840173,0.1331824531364751,0.8902945611613473,-5.000845823850134,True,409.0
PDSS1,Stim48hr,0.1171706156678269,0.0797036014210431,0.8318596557312524,0.1349348730440403,0.6941070997831171,-6.329778620948304,True,268.0
PDSS1,Stim8hr,0.1295346400546225,0.1131374355534468,0.792082874240703,0.1620259001493673,0.8448683716430909,-11.966177628758564,True,379.0
PDSS2,Rest,0.1065395834943428,0.0400043469051535,0.7817986932854396,,,-6.105850058475155,True,255.0
PDSS2,Stim48hr,0.257598507454208,0.2008916141571991,0.6815759079098638,,,-3.031265478558683,True,79.0
PDSS2,Stim8hr,0.2568571487293415,0.2302969795485213,0.739773502570715,0.3330647030859686,0.6777453523447162,-7.467092318704326,True,339.0
PDX1,Rest,,,,0.0337101764524402,1.0,0.0,False,542.0
PDX1,Stim48hr,,,,0.0912281671909982,,0.0,False,463.0
PDX1,Stim8hr,,,,0.0342016524582643,,0.0,False,524.0
PDXDC1,Rest,,,,,,-3.428459885106803,False,387.0
PDXDC1,Stim48hr,,,,,,-1.6607046584916096,False,430.0
PDXDC1,Stim8hr,,,,,,-2.294587352019525,False,410.0
PDXK,Rest,,,,0.1547274922502231,,-15.126351047369248,True,567.0
PDXK,Stim48hr,,,,0.1451739469205037,,-29.208403044001205,True,564.0
PDXK,Stim8hr,,,,0.167527536938921,,-23.078607771523,True,592.0
PDXP,Rest,,,,0.0410200790626544,,-12.53491753024697,True,1427.0
PDXP,Stim48hr,,,,0.0781616479427746,0.7037467265232726,-18.07978713982153,True,1405.0
PDXP,Stim8hr,,,,0.1037288603865224,1.0,-21.08151233997323,True,1285.0
PDZD11,Rest,,,,0.1307628144209773,0.9916294412415844,-10.73427095486062,True,427.0
PDZD11,Stim48hr,,,,0.0721707301794714,0.1331696388939911,-14.825660855989296,True,774.0
PDZD11,Stim8hr,,,,0.1187857662216569,0.976411594884954,-10.64988273785687,True,635.0
PDZD2,Rest,,,,0.1198772492442323,0.4842343481883934,0.0,False,423.0
PDZD2,Stim48hr,,,,0.116838350885391,0.401800512393182,0.0,False,399.0
PDZD2,Stim8hr,,,,0.1633758534147826,0.4591461628469069,0.0,False,389.0
PDZD4,Rest,,,,,,0.0,False,381.0
PDZD4,Stim48hr,,,,,,0.0,False,369.0
PDZD4,Stim8hr,,,,,,0.0,False,405.0
PDZD8,Rest,,,,0.0695929192615164,1.0,-5.0002286639645614,True,264.0
PDZD8,Stim48hr,,,,0.1569388248732252,-0.7962765892640103,-5.406448934672487,True,309.0
PDZD8,Stim8hr,,,,-0.0001230452748631,-0.2376219301402173,-7.023653023703573,True,312.0
PDZK1IP1,Rest,,,,,,0.0,False,263.0
PDZK1IP1,Stim48hr,,,,,,0.0,False,287.0
PDZK1IP1,Stim8hr,,,,,,0.0,False,331.0
PEA15,Rest,,,,-0.0212496727004976,0.1888320296135586,-10.108133818855416,True,329.0
PEA15,Stim48hr,,,,,,-11.772137688896583,True,310.0
PEA15,Stim8hr,,,,-0.0461288527456618,0.2870725222114035,-15.264679476897,True,283.0
PEAK1,Rest,,,,0.1481232835591537,0.1702124532440284,-12.707237480704652,True,858.0
PEAK1,Stim48hr,,,,0.1155047821833529,0.4324348638175049,-15.028231355893176,True,1030.0
PEAK1,Stim8hr,,,,0.1221914448043478,0.1230064710246826,-13.265183045064928,True,865.0
PEAK3,Rest,,,,0.0500605006223444,-1.0,-3.706937442298013,False,1327.0
PEAK3,Stim48hr,,,,-0.0108058951084034,0.069857617384715,-0.7784253485682306,False,1347.0
PEAK3,Stim8hr,,,,0.1023379983932088,-0.3889036062166029,-0.4609036127461792,False,1400.0
PEAR1,Rest,,,,0.0330362334087432,-0.8388811769752611,0.0,False,538.0
PEAR1,Stim48hr,,,,0.0245317596254598,0.0140780100460996,0.0,False,679.0
PEAR1,Stim8hr,,,,-0.0346271355663541,0.4896560913022594,0.0,False,572.0
PEBP1,Rest,,,,0.055879772534712,,-15.995033311147113,True,556.0
PEBP1,Stim48hr,,,,0.1112310483883843,,-25.923019237180725,True,600.0
PEBP1,Stim8hr,,,,,,-26.03133840285357,True,521.0
PECAM1,Rest,,,,0.0769371293451369,,-4.086631216947655,False,935.0
PECAM1,Stim48hr,,,,0.0787852104612741,,-3.821697469544592,False,965.0
PECAM1,Stim8hr,,,,0.1022015263703554,1.0,-3.5569766168325496,False,875.0
PECR,Rest,,,,0.0673617403399015,-1.0,-18.73367321940844,True,1613.0
PECR,Stim48hr,,,,0.0406644099502134,0.9987882669151058,-20.4949753558964,True,1533.0
PECR,Stim8hr,,,,0.0707032071676458,1.0,-10.928168370113074,True,1573.0
PEF1,Rest,,,,0.0801268563725008,1.0,-32.28739652144672,True,1881.0
PEF1,Stim48hr,,,,0.0599602849037532,,-34.98922737771433,True,2022.0
PEF1,Stim8hr,,,,0.0535886348605417,,-39.53111393878206,True,1854.0
PEG3,Rest,,,,0.0653062479648467,,0.0,False,566.0
PEG3,Stim48hr,,,,0.1256917011246191,,0.0,False,776.0
PEG3,Stim8hr,,,,0.1152167410623259,,0.0,False,643.0
PELI1,Rest,,,,0.022231649698447,,-9.55523817327638,True,817.0
PELI1,Stim48hr,,,,0.1025195175333566,-1.0,-8.138978390631639,True,843.0
PELI1,Stim8hr,,,,0.0652122212262937,0.2717152698451353,-10.399755429556317,True,772.0
PELI2,Rest,,,,,,-2.6761318116267576,False,218.0
PELI2,Stim48hr,,,,,,-2.138151440060037,False,194.0
PELI2,Stim8hr,,,,,,-1.456407591664127,False,179.0
PELI3,Rest,,,,-0.0236570598787992,,-3.668756058843195,False,658.0
PELI3,Stim48hr,,,,0.085641820845712,,-3.702842380692021,False,660.0
PELI3,Stim8hr,,,,0.0619481863031189,,-4.464405337369207,True,594.0
PELO,Rest,0.080147437177622,0.0633875553750802,0.2649941433587527,0.0216913230689448,-0.0701916292477416,-4.761307707142642,True,494.0
PELO,Stim48hr,0.0952199184909672,0.0671056590849849,0.2353057491753265,-0.0185907168252478,-0.0730296479045916,-6.430064070178647,True,556.0
PELO,Stim8hr,0.058268473909494,0.0288729178151068,0.4414832078862047,0.0129269653755835,0.0349573371875821,-7.558505977360658,True,477.0
PEMT,Rest,,,,0.1526896445545579,1.0,-5.891892210149515,True,378.0
PEMT,Stim48hr,,,,-0.0403004036133096,0.8185899672081336,-10.481325203238123,True,429.0
PEMT,Stim8hr,,,,0.1547382494567075,1.0,-11.398255895346631,True,363.0
PEPD,Rest,,,,-0.0043485566778392,,-12.346440211959484,True,616.0
PEPD,Stim48hr,,,,0.1368993432238464,,-8.879989883809579,True,542.0
PEPD,Stim8hr,,,,0.0744616231101728,1.0,-8.946102258671335,True,480.0
PER1,Rest,,,,,,-4.182995039529072,False,248.0
PER1,Stim48hr,,,,,,-8.990206233911954,True,401.0
PER1,Stim8hr,,,,-0.0594421709900059,1.0,-3.832223596649678,False,363.0
PER2,Rest,,,,0.0816917263676089,,-5.126604498992883,True,786.0
PER2,Stim48hr,,,,0.047952399834801,,-8.381353591534728,True,642.0
PER2,Stim8hr,,,,0.0347987868430045,1.0,-10.140445982133848,True,637.0
PER3,Rest,,,,,,-1.7721177378058257,False,486.0
PER3,Stim48hr,,,,,,0.0975809200660408,False,471.0
PER3,Stim8hr,,,,,,-2.095263536748811,False,451.0
PERP,Rest,,,,,,-11.14836278649346,True,875.0
PERP,Stim48hr,,,,0.0145694034296722,,-15.53181982197482,True,845.0
PERP,Stim8hr,,,,0.0175311079014636,,-10.276914798012294,True,746.0
PET100,Stim8hr,,,,,,-4.343517730591617,True,62.0
PET117,Stim48hr,-0.0281179734808411,-0.068386943570202,0.075028050897803,,,-2.1454356550211844,False,75.0
PET117,Stim8hr,0.137582295419487,0.104211487312367,0.5649379673368632,,,-4.536224652381203,True,138.0
PEX1,Stim48hr,,,,,,0.0,False,151.0
PEX1,Stim8hr,0.0669868985027063,-0.0455291782938099,0.7918707240265999,,,0.0,False,99.0
PEX10,Rest,,,,0.1396923813698312,,-4.598873172353331,True,1085.0
PEX10,Stim48hr,,,,0.0651030646978416,-0.8784449066448634,-5.811762283935589,True,969.0
PEX10,Stim8hr,,,,0.1810070918854409,1.0,-9.74539481617003,True,1005.0
PEX11A,Rest,,,,0.1060350658044208,,-2.445181471347259,False,461.0
PEX11A,Stim48hr,,,,0.0969102620229453,,-4.944494317662273,True,503.0
PEX11A,Stim8hr,,,,0.137402135528728,,-2.651888839808611,False,431.0
PEX11B,Rest,,,,-0.0315241060093084,,-11.027759809132398,True,367.0
